Gene	MutSig(Q-value)	# Mut	#	Profiled Samples	Freq	Is Cancer Gene (source: OncoKB)
CHST6		4	4	597	0.7%	No
DUSP1		4	4	597	0.7%	No
IFT140		4	4	1725	0.2%	No
TEX14		1	1	200	0.5%	No
TEX15		11	11	1725	0.6%	No
TEX19		1	1	200	0.5%	No
PLSCR1		4	4	200	2.0%	No
SDHAF2		1	1	200	0.5%	Yes
PLSCR4		2	2	200	1.0%	No
DPYD		1	1	150	0.7%	Yes
CHST2		2	2	1525	0.1%	No
SPESP1		3	3	597	0.5%	No
SNX33		1	1	200	0.5%	No
SNX29		5	5	1525	0.3%	Yes
CST11		3	3	1725	0.2%	No
SNX27		1	1	200	0.5%	No
AGR3		4	4	1525	0.3%	No
JAM2		7	7	2122	0.3%	No
JAM3		1	1	200	0.5%	No
RIC1		2	2	1525	0.1%	No
ATAD5		2	2	1525	0.1%	No
CKMT1A		1	1	622	0.2%	No
ATAD2		3	3	200	1.5%	No
SNX24		1	1	200	0.5%	No
KIR3DL1		1	1	200	0.5%	No
SNX22		2	2	1525	0.1%	No
SNX20		2	2	1525	0.1%	No
DCBLD2		2	2	200	1.0%	No
MYBBP1A		5	5	1525	0.3%	No
CCDC7		2	2	200	1.0%	No
CCDC6		2	2	1525	0.1%	Yes
NCAPD3		1	1	200	0.5%	No
LGR6		2	2	1525	0.1%	No
AGRN		2	2	1525	0.1%	No
LGR5		2	2	1525	0.1%	Yes
LGR4		1	1	200	0.5%	No
LY6K		2	2	1525	0.1%	No
RIF1		5	5	2122	0.2%	No
TMEM167A		2	2	1525	0.1%	No
ALDH1L2		1	1	200	0.5%	Yes
LAPTM4A		1	1	200	0.5%	No
UROD		1	1	200	0.5%	No
KMT5B		6	6	1725	0.3%	No
KIR3DX1		3	3	597	0.5%	No
UGT2B10		6	6	1525	0.4%	No
UGT2B11		1	1	200	0.5%	No
KMT5C		3	3	1725	0.2%	No
FAM118A		2	2	1525	0.1%	No
ATP11C		1	1	200	0.5%	No
ATP11B		3	3	597	0.5%	No
SDCBP2		2	2	1525	0.1%	No
FAM118B		2	2	1525	0.1%	No
RINT1		2	1	200	0.5%	No
JAML		1	1	200	0.5%	No
SRSF2		185	185	2122	8.7%	Yes
SRSF6		3	3	597	0.5%	No
IFNA10		2	2	1525	0.1%	No
KMT2E		4	4	1725	0.2%	No
KMT2D		19	18	2272	0.8%	Yes
KMT2A		7	7	1725	0.4%	Yes
KMT2C		5	5	597	0.8%	Yes
KMT2B		2	1	200	0.5%	Yes
LY96		1	1	200	0.5%	No
UAP1		1	1	200	0.5%	No
LOXHD1		6	6	1525	0.4%	No
AMDHD2		1	1	200	0.5%	No
KHDC1		2	2	1525	0.1%	No
KRTAP4-3		2	2	1525	0.1%	No
TNFRSF17		1	1	200	0.5%	Yes
KRTAP4-2		4	4	597	0.7%	No
KHDC4		9	9	1525	0.6%	No
GRIA3		6	6	1725	0.3%	No
IP6K3		1	1	200	0.5%	No
GRIA4		2	2	1525	0.1%	No
IP6K2		1	1	200	0.5%	No
KRTAP4-5		12	12	1525	0.8%	No
BFSP1		2	2	1525	0.1%	No
ADSS1		1	1	200	0.5%	No
ADSS2		6	6	2122	0.3%	No
TRIM77		2	2	1525	0.1%	No
RIGI		1	1	200	0.5%	No
IGHV3-64		2	2	1525	0.1%	No
PTEN		4	4	1525	0.3%	Yes
ECE1		2	2	1525	0.1%	No
KIAA1549		7	7	1725	0.4%	No
TRIM69		1	1	200	0.5%	No
TRIM65		1	1	200	0.5%	No
NKX3-2		4	4	1525	0.3%	No
TRIM67		6	6	1525	0.4%	No
ZNF880		1	1	150	0.7%	No
GRID2		2	2	1525	0.1%	No
GRID1		6	6	597	1.0%	No
TNFRSF1A		2	2	1525	0.1%	No
ARL4C		1	1	200	0.5%	No
ETF1		3	3	597	0.5%	No
ZNF875		4	4	597	0.7%	No
TOP1		2	2	350	0.6%	Yes
AGXT		2	2	1525	0.1%	No
TRIM55		1	1	200	0.5%	No
HM13		1	1	200	0.5%	No
ATP10D		3	3	1725	0.2%	No
ATP10B		8	8	2122	0.4%	No
UGT2B28		2	2	1525	0.1%	No
ATP10A		2	2	1525	0.1%	No
IGHV3-49		3	3	1725	0.2%	No
TRIM47		2	2	1525	0.1%	No
TRIM48		6	6	2122	0.3%	No
RILP		2	2	1525	0.1%	No
E2F7		2	2	1525	0.1%	No
UBQLN3		1	1	200	0.5%	No
E2F8		7	7	597	1.2%	No
TRIM45		3	3	597	0.5%	No
TRIM41		5	5	1725	0.3%	No
TXNL1		2	2	1525	0.1%	No
GZMB		3	3	597	0.5%	No
TM6SF1		2	2	200	1.0%	No
HCRTR2		2	2	1525	0.1%	No
TM6SF2		4	4	1525	0.3%	No
GZMK		2	2	1525	0.1%	No
TRIM36		2	2	1525	0.1%	No
TRIM32		2	2	1525	0.1%	No
TRIM33		5	5	1725	0.3%	Yes
ODAD1		1	1	200	0.5%	No
ODAD2		6	5	1725	0.3%	No
THSD7B		7	7	1725	0.4%	No
ICAM3		1	1	200	0.5%	No
IKZF1		30	29	2272	1.3%	Yes
ICAM5		1	1	200	0.5%	No
IKZF4		3	3	597	0.5%	No
EFR3A		4	4	1725	0.2%	No
TOPAZ1		8	8	1525	0.5%	No
KDR		7	7	597	1.2%	Yes
TRIM24		5	5	2122	0.2%	Yes
TRIM26		1	1	150	0.7%	No
THSD7A		2	2	1525	0.1%	No
TRIM22		1	1	200	0.5%	No
ARL11		1	1	200	0.5%	No
ARL15		1	1	200	0.5%	No
GAREM1		1	1	200	0.5%	No
SLPI		3	3	597	0.5%	No
PNLDC1		1	1	200	0.5%	No
TRIM14		3	1	200	0.5%	No
RIN3		7	7	1725	0.4%	No
TRIM15		1	1	200	0.5%	No
RIN1		2	2	1525	0.1%	No
TP53		227	184	2122	8.7%	Yes
RIN2		3	3	597	0.5%	No
TRIM10		2	2	200	1.0%	No
TRIM11		2	2	1525	0.1%	No
TMEM63A		2	2	200	1.0%	No
TMEM63B		4	4	200	2.0%	No
SPMIP8		2	2	1525	0.1%	No
ACTR3B		2	2	1525	0.1%	No
TTBK1		12	12	2122	0.6%	No
TTBK2		4	3	200	1.5%	No
ACTR3C		1	1	200	0.5%	No
B4GALNT1		1	1	200	0.5%	No
B4GALNT3		3	3	597	0.5%	No
PCK1		2	2	1525	0.1%	No
LYAR		2	2	200	1.0%	No
DECR1		1	1	200	0.5%	No
PCK2		1	1	200	0.5%	No
HARS1		1	1	200	0.5%	No
FAM9A		4	4	1525	0.3%	No
SPHKAP		3	3	597	0.5%	No
FAM9C		1	1	200	0.5%	No
NBEAL1		10	9	2122	0.4%	No
NBEAL2		13	13	1675	0.8%	No
FER1L6		7	7	1525	0.5%	No
HARS2		1	1	200	0.5%	No
PTK2		3	3	1725	0.2%	No
MED13L		1	1	150	0.7%	No
POLA1		5	5	1725	0.3%	No
POLA2		3	3	597	0.5%	No
NDUFAF7		2	2	1525	0.1%	No
PTK7		1	1	200	0.5%	Yes
OR9G4		1	1	200	0.5%	No
TP73		3	3	597	0.5%	No
SPAG16		1	1	200	0.5%	No
ECM2		5	5	2122	0.2%	No
GRIK5		1	1	200	0.5%	No
GRIK3		3	3	597	0.5%	No
GRIK4		11	11	2122	0.5%	No
MTRNR2L6		1	1	200	0.5%	No
GRIK1		1	1	200	0.5%	No
GRIK2		14	14	2122	0.7%	No
HERPUD1		4	4	1525	0.3%	Yes
MT-ATP6		1	1	197	0.5%	No
PPP3CA		2	2	200	1.0%	No
SYNCRIP		1	1	200	0.5%	No
ACTR1A		2	2	1525	0.1%	No
PCM1		1	1	200	0.5%	Yes
PCLO		9	8	597	1.3%	Yes
NMRK2		1	1	150	0.7%	No
CNTRL		2	2	1525	0.1%	Yes
MCF2L2		1	1	200	0.5%	No
CTTNBP2NL		1	1	200	0.5%	No
TOX3		5	5	1725	0.3%	No
ANKFN1		1	1	200	0.5%	No
SLTM		5	5	2122	0.2%	No
KIT		79	68	2272	3.0%	Yes
ARHGEF3		1	1	200	0.5%	No
ARHGEF4		6	6	2122	0.3%	No
ARHGEF1		3	3	597	0.5%	No
ARHGEF2		1	1	200	0.5%	No
PTMA		7	7	1675	0.4%	No
SLU7		6	6	1875	0.3%	No
ARHGEF5		3	3	597	0.5%	No
ARHGEF6		3	3	597	0.5%	No
SLX4		1	1	200	0.5%	Yes
PCNT		4	4	350	1.1%	No
SLX9		4	4	150	2.7%	No
GIT2		4	4	1525	0.3%	No
TMEM176A		2	2	1525	0.1%	No
YIF1A		2	2	1525	0.1%	No
GRIN1		2	2	1525	0.1%	No
SGSM1		8	8	1525	0.5%	No
RP1L1		1	1	150	0.7%	No
RIT1		16	16	2272	0.7%	Yes
SEC23IP		6	6	1525	0.4%	No
SEMG2		3	3	1725	0.2%	No
SGSM3		1	1	200	0.5%	No
NEK10		3	3	1725	0.2%	No
IL18R1		2	2	1525	0.1%	No
KLB		1	1	200	0.5%	No
PRDM7		5	5	1725	0.3%	No
PRDM9		3	3	597	0.5%	No
PRDM4		2	2	200	1.0%	No
NUP188		2	2	200	1.0%	No
C4ORF19		1	1	150	0.7%	No
PRDM2		1	1	200	0.5%	No
PRDM1		9	8	1725	0.5%	Yes
CELSR1		4	4	597	0.7%	No
CELSR2		13	13	1525	0.9%	No
CELSR3		9	9	2122	0.4%	No
GRIP1		4	4	1525	0.3%	No
FAM3B		2	2	1525	0.1%	No
PCID2		1	1	200	0.5%	No
FBXW10		1	1	200	0.5%	No
SPINK5		3	3	1525	0.2%	No
ACOT11		3	3	1725	0.2%	No
TTC7B		1	1	200	0.5%	No
TTC7A		1	1	200	0.5%	No
SLFN11		1	1	200	0.5%	Yes
NNMT		2	2	1525	0.1%	No
TSG101		1	1	200	0.5%	No
COX16		1	1	200	0.5%	No
COX15		2	2	1525	0.1%	No
UBA6		2	2	200	1.0%	No
SLC41A2		2	2	1525	0.1%	No
COX18		2	2	1525	0.1%	No
UBA5		1	1	200	0.5%	No
OR9Q1		1	1	200	0.5%	No
INAVA		2	2	1525	0.1%	No
CNN3		2	2	1525	0.1%	No
CNN1		1	1	200	0.5%	No
COX11		1	1	200	0.5%	No
LINC00955		2	2	1525	0.1%	No
COX10		2	2	1525	0.1%	No
CNTLN		4	4	597	0.7%	No
BHLHA9		2	2	1525	0.1%	No
TCAF1		3	3	597	0.5%	No
TRAV19		1	1	200	0.5%	No
CNTN5		6	6	597	1.0%	No
NUP155		7	7	1725	0.4%	No
CNTN6		9	9	2122	0.4%	No
BLTP2		3	3	1725	0.2%	No
USB1		3	3	597	0.5%	No
TRBJ2-2		1	1	200	0.5%	No
BLTP1		8	8	2272	0.4%	No
MKRN2		1	1	200	0.5%	No
MKRN3		3	3	1725	0.2%	No
CNTN2		1	1	200	0.5%	No
CNTN3		2	2	1525	0.1%	No
UBA1		4	3	200	1.5%	No
CNTN4		6	6	1525	0.4%	No
PODXL2		1	1	200	0.5%	No
TNFAIP2		1	1	150	0.7%	No
TNFAIP3		2	2	1525	0.1%	Yes
TTC28		2	2	1525	0.1%	No
LIAT1		12	12	2122	0.6%	No
C4ORF50		2	2	1525	0.1%	No
FYCO1		2	2	1525	0.1%	No
ACOXL		3	3	597	0.5%	No
CYTIP		4	4	1525	0.3%	No
MKKS		2	2	1525	0.1%	No
TTC32		2	2	1525	0.1%	No
SHROOM2		5	5	2122	0.2%	No
SHROOM3		2	2	1525	0.1%	No
ETV1		1	1	200	0.5%	Yes
SHROOM1		4	4	1525	0.3%	No
ETV3		4	4	597	0.7%	No
SYNGR3		2	2	1525	0.1%	No
ETV4		1	1	200	0.5%	Yes
SYNGR4		1	1	150	0.7%	No
SHROOM4		4	4	1525	0.3%	No
ETV6		24	23	2272	1.0%	Yes
C4ORF36		1	1	200	0.5%	No
NT5C2		1	1	200	0.5%	Yes
CYTH3		4	4	1525	0.3%	No
CYTH2		1	1	200	0.5%	No
CAND1		6	6	2122	0.3%	No
CYTH4		1	1	200	0.5%	No
CNR1		4	4	1525	0.3%	No
POLD2		2	2	1525	0.1%	No
FAM241A		3	3	1725	0.2%	No
BNIP1		2	2	822	0.2%	No
PTK2B		3	3	200	1.5%	No
CYTH1		4	4	1725	0.2%	No
TTC12		1	1	200	0.5%	No
BNIP5		1	1	200	0.5%	No
TPBG		2	2	1525	0.1%	No
USF3		2	2	1525	0.1%	No
TTC19		1	1	200	0.5%	No
CIMIP2A		4	4	597	0.7%	No
TTC17		4	4	1525	0.3%	No
SMUG1		2	2	200	1.0%	No
ERCC3		1	1	150	0.7%	Yes
COL7A1		4	4	597	0.7%	No
ERCC1		1	1	200	0.5%	Yes
POLE2		1	1	200	0.5%	No
ERCC2		2	2	1525	0.1%	Yes
ERCC6		2	2	200	1.0%	No
PI4K2B		5	5	1725	0.3%	No
WIPF1		3	3	597	0.5%	No
DQX1		1	1	200	0.5%	No
SMC5		4	4	597	0.7%	No
SLC4A1		4	4	1525	0.3%	No
MRGPRD		1	1	200	0.5%	No
SLC4A2		6	6	1525	0.4%	No
SMC6		1	1	200	0.5%	No
SLC4A3		7	7	2122	0.3%	No
SMC3		46	46	2272	2.0%	Yes
WDR89		1	1	200	0.5%	No
SLC4A4		2	2	1525	0.1%	No
SMC4		5	5	1725	0.3%	No
WDR87		6	6	1525	0.4%	No
NPIPB15		2	2	1525	0.1%	No
SMC2		1	1	200	0.5%	No
WDR88		1	1	200	0.5%	No
CNST		1	1	200	0.5%	No
ZMIZ1		2	2	1525	0.1%	No
WDR93		1	1	200	0.5%	No
WDR91		2	2	1525	0.1%	No
GJA4		1	1	200	0.5%	No
GJA8		10	10	1525	0.7%	No
NUP214		9	9	1725	0.5%	Yes
RSPH6A		8	8	1525	0.5%	No
NUP210		3	3	1725	0.2%	No
ARMC9		1	1	200	0.5%	No
WDR72		7	7	1725	0.4%	No
WDR73		2	2	1525	0.1%	No
ARMC8		2	2	200	1.0%	No
HCFC2		3	3	1725	0.2%	No
HCFC1		5	5	2122	0.2%	No
WDR77		3	3	1725	0.2%	No
ARMC1		2	2	200	1.0%	No
WDR81		2	2	1525	0.1%	No
WDR82		1	1	200	0.5%	No
PARD3		9	9	2122	0.4%	No
HMBS		1	1	200	0.5%	No
TPH2		2	2	1525	0.1%	No
TPH1		4	4	597	0.7%	No
NUP205		8	8	1725	0.5%	No
WDR64		2	2	200	1.0%	No
BCL10		2	2	1525	0.1%	Yes
ARPP19		2	1	200	0.5%	No
NUGGC		3	3	597	0.5%	No
GJC1		1	1	200	0.5%	No
XKRX		1	1	200	0.5%	No
FAM171A1		3	3	597	0.5%	No
GJC3		1	1	200	0.5%	No
POM121C		3	3	597	0.5%	No
BLOC1S3		2	2	1525	0.1%	No
HLA-DQA2		1	1	200	0.5%	No
HLA-DQA1		3	3	150	2.0%	No
ARPP21		2	2	1525	0.1%	No
POU6F2		3	3	597	0.5%	No
WDR54		1	1	200	0.5%	No
GJB2		2	2	1525	0.1%	No
GJB4		3	3	597	0.5%	No
GJB3		6	6	597	1.0%	No
XKR4		7	7	2122	0.3%	No
REC114		3	3	597	0.5%	No
XKR6		1	1	200	0.5%	No
FANK1		1	1	200	0.5%	No
SMG1		18	18	2122	0.8%	Yes
WDR47		2	2	1525	0.1%	No
PHF23		4	4	1525	0.3%	No
WDR45		4	4	1525	0.3%	No
SMG7		4	4	200	2.0%	No
LYST		1	1	200	0.5%	No
WDR46		1	1	200	0.5%	No
WDR43		7	7	1525	0.5%	No
SMG5		3	3	1725	0.2%	No
WDR44		2	2	1525	0.1%	No
SMG6		2	1	200	0.5%	No
RAB5IF		3	3	597	0.5%	No
HELLS		1	1	200	0.5%	No
WDR36		2	2	1525	0.1%	No
TPI1		1	1	200	0.5%	No
WDR35		7	7	2122	0.3%	No
CDYL2		1	1	200	0.5%	No
WDR33		4	4	1525	0.3%	No
IGLJ3		4	2	1525	0.1%	No
KIFC1		1	1	200	0.5%	No
AHRR		2	2	1525	0.1%	No
KIFC3		2	2	1525	0.1%	No
HLA-DQB1		1	1	150	0.7%	No
WDR27		3	3	597	0.5%	No
WDR26		1	1	150	0.7%	No
USO1		5	5	1525	0.3%	No
ADCY4		1	1	200	0.5%	No
ADCY3		4	4	747	0.5%	No
ADCY2		6	6	1875	0.3%	No
ADCY1		1	1	200	0.5%	No
ADCY8		11	11	1675	0.7%	No
SPTY2D1		4	4	1725	0.2%	No
ADCY6		5	5	1725	0.3%	No
ADCY5		4	3	597	0.5%	No
FGD3		3	3	1725	0.2%	No
FGD6		12	12	2122	0.6%	No
RPS15A		2	2	1525	0.1%	No
GPAT4		1	1	200	0.5%	No
UBN2		4	4	597	0.7%	No
SLC17A7		3	3	597	0.5%	No
SLC17A3		7	7	2122	0.3%	No
WDR17		2	2	200	1.0%	No
KIDINS220		3	3	597	0.5%	No
WHRN		1	1	200	0.5%	No
WDR18		2	2	150	1.3%	No
SYVN1		2	2	350	0.6%	No
PCYOX1L		1	1	200	0.5%	No
N6AMT1		2	2	1525	0.1%	No
RERGL		2	2	1525	0.1%	No
MRE11		3	3	597	0.5%	Yes
MROH2B		5	5	597	0.8%	No
POGLUT1		1	1	200	0.5%	No
TMEM179B		1	1	200	0.5%	No
UBP1		3	3	597	0.5%	No
IPO7		6	5	597	0.8%	No
IPO4		2	2	200	1.0%	No
FGF4		1	1	200	0.5%	Yes
EDC3		1	1	200	0.5%	No
EDC4		9	8	2122	0.4%	No
RIMS1		11	11	2122	0.5%	No
IPO9		7	7	1725	0.4%	No
FGF8		2	2	200	1.0%	No
FGF9		2	2	1525	0.1%	No
HMCES		1	1	150	0.7%	No
LARGE1		2	2	1525	0.1%	No
POGLUT3		1	1	200	0.5%	No
CSGALNACT1		2	2	200	1.0%	No
USP7		6	6	1725	0.3%	No
USP6		4	4	597	0.7%	Yes
USP5		2	2	1525	0.1%	No
TPM3		1	1	200	0.5%	Yes
USP4		1	1	150	0.7%	No
THOC1		1	1	200	0.5%	No
DYRK1B		3	3	1725	0.2%	No
TRAFD1		2	2	1525	0.1%	No
THOC2		6	5	1725	0.3%	No
THOC5		5	5	2122	0.2%	No
PYGO2		3	3	597	0.5%	No
OR13C5		1	1	200	0.5%	No
IFNAR1		3	3	1725	0.2%	Yes
ZNF793		3	3	1725	0.2%	No
ZNF792		2	2	200	1.0%	No
ZNF791		6	6	1525	0.4%	No
UBR4		7	5	350	1.4%	No
UBR2		1	1	200	0.5%	No
SLC38A11		1	1	200	0.5%	No
UBR1		7	7	1725	0.4%	No
HMMR		1	1	200	0.5%	No
FGGY		1	1	200	0.5%	No
ORC2		4	4	1525	0.3%	No
UBR5		10	10	1725	0.6%	Yes
DRD1		2	2	1525	0.1%	No
TPPP		2	2	1525	0.1%	No
DRD2		8	8	2122	0.4%	No
ZNF783		4	4	597	0.7%	No
DRD5		2	2	1525	0.1%	No
FANCI		5	5	597	0.8%	No
OSBPL9		1	1	200	0.5%	No
UVRAG		1	1	200	0.5%	No
OSBPL8		2	2	200	1.0%	No
OSBPL6		2	2	1525	0.1%	No
FANCM		5	5	2122	0.2%	Yes
OSBPL2		1	1	200	0.5%	No
FANCA		4	4	1525	0.3%	Yes
SLC4A10		3	3	1725	0.2%	No
FANCC		3	3	597	0.5%	Yes
PXDNL		11	11	2122	0.5%	No
FANCE		1	1	150	0.7%	Yes
OTOL1		3	3	1725	0.2%	No
DAB2		4	4	597	0.7%	No
DAB1		2	2	1525	0.1%	No
MAP3K19		1	1	200	0.5%	No
MAP3K10		4	4	1525	0.3%	No
ZNF777		2	2	1525	0.1%	No
ZNF776		3	3	1725	0.2%	No
MAP3K13		1	1	200	0.5%	Yes
LHX9		2	2	1525	0.1%	No
BCL2L2		1	1	200	0.5%	Yes
MAP3K11		1	1	200	0.5%	No
OR13H1		6	6	597	1.0%	No
UFSP2		2	2	200	1.0%	No
UBTF		8	5	1725	0.3%	No
PHACTR3		4	4	1725	0.2%	No
PHACTR2		1	1	200	0.5%	No
PHACTR1		9	9	597	1.5%	No
KRTAP5-1		2	2	1525	0.1%	No
ZNF764		4	4	1675	0.2%	No
OR8D2		1	1	200	0.5%	No
LBR		1	1	200	0.5%	No
PHACTR4		6	6	1875	0.3%	No
KRTAP5-7		2	2	1525	0.1%	No
CKAP2L		2	2	1525	0.1%	No
COBL		4	4	1525	0.3%	No
WIPI1		2	2	1525	0.1%	No
PLRG1		7	7	2122	0.3%	No
ZNF75D		4	4	597	0.7%	No
SMC1A		46	44	2122	2.1%	Yes
C1QL4		2	2	1525	0.1%	No
C1QL3		3	3	1725	0.2%	No
DNAJC1		6	6	1525	0.4%	No
DNAJC7		5	5	2122	0.2%	No
ACTBL2		3	3	597	0.5%	No
DNAJC6		1	1	200	0.5%	No
LCT		4	4	1525	0.3%	No
FGL2		3	3	597	0.5%	No
COCH		2	2	1525	0.1%	No
DNAJB2		2	2	200	1.0%	No
DNAJB1		1	1	200	0.5%	Yes
OR8B8		1	1	200	0.5%	No
ZNF749		2	2	1525	0.1%	No
NLGN4Y		1	1	200	0.5%	No
SMOX		2	2	1525	0.1%	No
MACC1		1	1	200	0.5%	No
WDR97		2	2	1525	0.1%	No
OTOGL		6	6	1525	0.4%	No
ZNF737		3	3	1725	0.2%	No
MFAP3		1	1	200	0.5%	No
OR8A1		3	3	597	0.5%	No
TMEM183A		1	1	200	0.5%	No
PARS2		2	2	200	1.0%	No
PDCD2L		6	6	597	1.0%	No
IFIT3		1	1	200	0.5%	No
HS6ST3		2	2	1525	0.1%	No
FERD3L		1	1	200	0.5%	No
ZNF846		3	3	1725	0.2%	No
DAG1		4	4	747	0.5%	No
PDK4		3	3	597	0.5%	No
PDK3		2	2	200	1.0%	No
HMCN1		8	8	597	1.3%	No
RPS12		1	1	200	0.5%	No
SRRM2		3	3	597	0.5%	No
ARRDC4		1	1	150	0.7%	No
SRRM3		2	2	1525	0.1%	No
COG7		5	5	1525	0.3%	No
COG5		4	4	1725	0.2%	No
ARRDC1		2	2	1525	0.1%	No
COG4		2	2	200	1.0%	No
ARRDC3		2	2	150	1.3%	No
HLA-B		3	3	597	0.5%	Yes
COG2		2	2	1525	0.1%	No
P3H1		3	3	1725	0.2%	No
HLA-C		2	2	150	1.3%	Yes
SLC51A		3	3	597	0.5%	No
CRNKL1		1	1	200	0.5%	No
SRRM1		2	2	1525	0.1%	No
TIAM2		2	2	200	1.0%	No
TIAM1		7	7	1725	0.4%	No
NEIL2		1	1	200	0.5%	No
ZNF836		1	1	200	0.5%	No
ZNF835		2	2	200	1.0%	No
RUBCNL		3	3	597	0.5%	No
GINM1		2	2	1525	0.1%	No
NEIL1		1	1	200	0.5%	No
OR8G1		1	1	200	0.5%	No
MACF1		2	2	200	1.0%	No
STXBP3		1	1	200	0.5%	No
STXBP1		1	1	200	0.5%	No
CSTF2		1	1	200	0.5%	No
GSKIP		2	2	1525	0.1%	No
PRAMEF10		1	1	200	0.5%	No
LIAS		2	2	1525	0.1%	No
RPAP1		4	2	1525	0.1%	No
APCDD1		4	4	1525	0.3%	No
RPAP2		2	2	1525	0.1%	No
CBARP		2	2	1525	0.1%	No
PRAMEF16		3	3	597	0.5%	No
SCFD1		3	3	350	0.9%	No
AP5M1		2	2	1525	0.1%	No
ZNF827		5	5	2122	0.2%	No
PDCD11		7	7	1725	0.4%	Yes
SCFD2		1	1	200	0.5%	No
GJA10		2	2	1525	0.1%	No
PUM1		4	4	1525	0.3%	Yes
TRERF1		1	1	150	0.7%	No
PUM3		1	1	200	0.5%	No
TPX2		2	2	1525	0.1%	No
ZNF816		3	3	1725	0.2%	No
ZNF814		1	1	150	0.7%	No
ZNF813		1	1	200	0.5%	No
ADCK5		1	1	150	0.7%	No
C2CD6		5	5	597	0.8%	No
ORM1		3	3	1675	0.2%	No
C2CD3		3	3	1725	0.2%	No
ZCCHC14		4	4	1525	0.3%	No
ZNF808		1	1	200	0.5%	No
FEZF2		3	3	597	0.5%	No
FEZF1		1	1	200	0.5%	No
UBXN6		2	2	1525	0.1%	No
LRRCC1		10	10	1525	0.7%	No
PARP6		4	4	597	0.7%	No
PARP3		2	2	1525	0.1%	Yes
PARP4		3	3	597	0.5%	No
EDN3		2	2	1525	0.1%	No
PARP2		3	3	597	0.5%	Yes
ZDHHC13		4	4	1525	0.3%	No
FAM197Y1		2	2	1525	0.1%	No
ZDHHC17		5	5	1525	0.3%	No
ZDHHC14		2	2	1525	0.1%	No
VWA8		6	6	1725	0.3%	No
AIDA		1	1	200	0.5%	No
FYTTD1		1	1	150	0.7%	No
ICA1L		1	1	200	0.5%	No
NOL8		4	4	1525	0.3%	No
GDPD2		1	1	622	0.2%	No
ZDHHC21		2	2	1525	0.1%	No
NOL9		1	1	200	0.5%	No
VWCE		3	3	597	0.5%	No
GDPD4		5	5	2122	0.2%	No
GDPD5		5	5	2122	0.2%	No
DRP2		1	1	200	0.5%	No
CPXCR1		2	2	1525	0.1%	No
EGFLAM		4	4	597	0.7%	No
PDPR		1	1	200	0.5%	No
MTHFD1L		2	2	200	1.0%	No
WIF1		3	3	200	1.5%	Yes
TRAM1L1		4	4	597	0.7%	No
LAIR1		2	2	1525	0.1%	No
OTOP1		1	1	200	0.5%	No
OTOP2		8	4	1525	0.3%	No
AIG1		1	1	622	0.2%	No
MLH3		1	1	200	0.5%	Yes
PDP1		2	2	200	1.0%	No
ATAT1		1	1	200	0.5%	No
MPHOSPH9		11	11	1725	0.6%	No
PDP2		1	1	200	0.5%	No
BLID		2	2	1525	0.1%	No
DEUP1		3	3	597	0.5%	No
MARCHF11		2	2	622	0.3%	No
CNDP1		2	2	1525	0.1%	No
DOCK10		6	6	2122	0.3%	No
DAOA		3	3	597	0.5%	No
MATCAP1		1	1	200	0.5%	No
ARHGDIB		1	1	200	0.5%	No
PUS3		1	1	200	0.5%	No
NOM1		4	4	350	1.1%	No
MLIP		3	3	597	0.5%	No
RALBP1		4	4	1525	0.3%	No
PUS1		3	3	597	0.5%	No
ATP1B4		3	3	597	0.5%	No
ATP1B3		1	1	200	0.5%	No
LIG3		1	1	150	0.7%	No
ATP1B1		1	1	200	0.5%	No
LPA		10	9	2122	0.4%	No
JCAD		1	1	200	0.5%	No
COPA		2	2	1525	0.1%	No
PSG11		1	1	200	0.5%	No
LPP		2	2	1525	0.1%	Yes
COP1		2	1	200	0.5%	Yes
CDH20		4	4	1725	0.2%	No
CDH23		5	5	597	0.8%	No
CDH24		7	7	2122	0.3%	No
SPECC1		1	1	200	0.5%	No
MLKL		3	3	1725	0.2%	No
UQCC2		1	1	200	0.5%	No
NONO		3	3	597	0.5%	Yes
UQCC1		3	3	597	0.5%	No
MACO1		1	1	200	0.5%	No
COQ3		4	2	1525	0.1%	No
TSGA10		1	1	200	0.5%	No
BRWD1		6	6	200	3.0%	No
BRWD3		7	7	2122	0.3%	No
ZSCAN2		2	2	1525	0.1%	No
ZSCAN1		2	2	1525	0.1%	No
GPSM1		1	1	200	0.5%	No
OR11H12		6	6	597	1.0%	No
OR8U3		1	1	200	0.5%	No
FHAD1		2	2	1525	0.1%	No
MFSD8		2	2	1525	0.1%	No
RPS4X		1	1	200	0.5%	No
MFSD6		4	4	597	0.7%	No
FAM86B2		2	2	1525	0.1%	No
ZBED10P		1	1	200	0.5%	No
LRRTM1		2	2	200	1.0%	No
LRRTM2		4	4	597	0.7%	No
NOS1		10	10	2122	0.5%	No
TOPBP1		1	1	200	0.5%	No
RPS3A		2	2	397	0.5%	No
IQCC		1	1	200	0.5%	No
PRODH2		3	3	597	0.5%	No
LSS		1	1	150	0.7%	No
IQCG		2	2	200	1.0%	No
IQCH		2	2	1525	0.1%	No
FCHSD1		4	4	747	0.5%	No
ALDH1A3		3	3	597	0.5%	No
IQCN		11	11	2272	0.5%	No
AIM2		2	2	1525	0.1%	No
RABEP1		1	1	200	0.5%	Yes
RABEP2		2	2	1525	0.1%	No
